,home,away,date,gh,ga,full_time,competition,home_ident,away_ident,home_country,away_country,home_code,away_code,home_continent,away_continent,continent,level,home_team,away_team,team,scorer,minute,own_goal,penalty,home_score,away_score,tournament,city,country,neutral,winner,first_shooter,Price,Open,High,Low,Vol.,Change %,next_day
49558,Astra Giurgiu,West Ham United,2015-08-06,2.0,1.0,F,UEFA EL,Astra Giurgiu (Romania),West Ham United (England),romania,england,RO,ENG,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"6,747.09","6,752.41","6,763.34","6,717.49",713.00M,-0.08,2015-08-07
49592,FC Midtjylland,Southampton FC,2015-08-27,1.0,0.0,F,UEFA EL,FC Midtjylland (Denmark),Southampton FC (England),denmark,england,DK,ENG,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"6,192.03","5,979.20","6,212.48","5,979.20",1.06B,3.56,2015-08-28
49613,PSV Eindhoven,Manchester United,2015-09-15,2.0,1.0,F,UEFA CL,PSV Eindhoven (Netherlands),Manchester United (England),netherlands,england,NL,ENG,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"6,137.60","6,084.59","6,158.08","6,019.92",728.37M,0.87,2015-09-16
49614,Manchester City,Juventus,2015-09-15,1.0,2.0,F,UEFA CL,Manchester City (England),Juventus (Italy),england,italy,ENG,IT,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"6,137.60","6,084.59","6,158.08","6,019.92",728.37M,0.87,2015-09-16
49615,Dinamo Zagreb,Arsenal FC,2015-09-16,2.0,1.0,F,UEFA CL,Dinamo Zagreb (Croatia),Arsenal FC (England),croatia,england,HR,ENG,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"6,229.21","6,137.60","6,244.94","6,137.60",844.32M,1.49,2015-09-17
49639,Arsenal FC,Olympiakos Piraeus,2015-09-29,2.0,3.0,F,UEFA CL,Arsenal FC (England),Olympiakos Piraeus (Greece),england,greece,ENG,GR,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"5,909.24","5,958.86","5,958.86","5,877.08",1.03B,-0.83,2015-09-30
49640,FC Porto,Chelsea FC,2015-09-29,2.0,1.0,F,UEFA CL,FC Porto (Portugal),Chelsea FC (England),portugal,england,PT,ENG,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"5,909.24","5,958.86","5,958.86","5,877.08",1.03B,-0.83,2015-09-30
49669,RSC Anderlecht,Tottenham Hotspur,2015-10-22,2.0,1.0,F,UEFA EL,RSC Anderlecht (Belgium),Tottenham Hotspur (England),belgium,england,BE,ENG,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"6,376.28","6,348.42","6,387.28","6,321.65",740.62M,0.44,2015-10-23
49693,Bayern Muenchen,Arsenal FC,2015-11-04,5.0,1.0,F,UEFA CL,Bayern Muenchen (Germany),Arsenal FC (England),germany,england,DE,ENG,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"6,412.88","6,383.61","6,459.46","6,383.04",782.76M,0.46,2015-11-05
49720,Juventus,Manchester City,2015-11-25,1.0,0.0,F,UEFA CL,Juventus (Italy),Manchester City (England),italy,england,IT,ENG,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"6,337.64","6,277.23","6,348.05","6,277.23",694.08M,0.96,2015-11-26
49743,Vfl Wolfsburg,Manchester United,2015-12-08,3.0,2.0,F,UEFA CL,Vfl Wolfsburg (Germany),Manchester United (England),germany,england,DE,ENG,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"6,135.22","6,223.52","6,224.86","6,120.68",814.51M,-1.42,2015-12-09
49818,Swansea City,Watford FC,2016-01-18,1.0,0.0,F,england,Swansea City (Wales),Watford FC (England),wales,england,WAL,ENG,Europe,Europe,Europe,national,,,,,,,,,,,,,,,,"5,779.92","5,804.10","5,852.09","5,766.50",741.11M,-0.42,2016-01-19
49859,Paris Saint Germain,Chelsea FC,2016-02-16,2.0,1.0,F,UEFA CL,Paris Saint Germain (France),Chelsea FC (England),france,england,FR,ENG,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"5,862.17","5,824.28","5,880.72","5,812.49",771.10M,0.65,2016-02-17
49861,FC Midtjylland,Manchester United,2016-02-18,2.0,1.0,F,UEFA EL,FC Midtjylland (Denmark),Manchester United (England),denmark,england,DK,ENG,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"5,971.95","6,030.32","6,036.46","5,948.25",809.87M,-0.97,2016-02-19
49863,Arsenal FC,FC Barcelona,2016-02-23,0.0,2.0,F,UEFA CL,Arsenal FC (England),FC Barcelona (Spain),england,spain,ENG,ES,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"5,962.31","6,037.73","6,037.73","5,954.18",747.39M,-1.25,2016-02-24
49881,Arsenal FC,Swansea City,2016-03-02,1.0,2.0,F,england,Arsenal FC (England),Swansea City (Wales),england,wales,ENG,WAL,Europe,Europe,Europe,national,,,,,,,,,,,,,,,,"6,147.06","6,152.88","6,194.01","6,097.77",904.55M,-0.09,2016-03-03
49896,Chelsea FC,Paris Saint Germain,2016-03-09,1.0,2.0,F,UEFA CL,Chelsea FC (England),Paris Saint Germain (France),england,france,ENG,FR,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"6,146.32","6,125.44","6,174.82","6,118.23",758.33M,0.34,2016-03-10
49897,Borussia Dortmund,Tottenham Hotspur,2016-03-10,3.0,0.0,F,UEFA EL,Borussia Dortmund (Germany),Tottenham Hotspur (England),germany,england,DE,ENG,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"6,036.70","6,146.32","6,203.40","6,036.70",1.06B,-1.78,2016-03-11
49905,FC Barcelona,Arsenal FC,2016-03-16,3.0,1.0,F,UEFA CL,FC Barcelona (Spain),Arsenal FC (England),spain,england,ES,ENG,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"6,175.49","6,139.97","6,186.18","6,134.27",700.76M,0.58,2016-03-17
49907,Tottenham Hotspur,Borussia Dortmund,2016-03-17,1.0,2.0,F,UEFA EL,Tottenham Hotspur (England),Borussia Dortmund (Germany),england,germany,ENG,DE,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"6,201.12","6,175.49","6,220.02","6,125.70",832.61M,0.42,2016-03-18
49966,Villarreal CF,Liverpool FC,2016-04-28,1.0,0.0,F,UEFA EL,Villarreal CF (Spain),Liverpool FC (England),spain,england,ES,ENG,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"6,322.40","6,319.91","6,322.40","6,224.47",861.76M,0.04,2016-04-29
49977,Real Madrid,Manchester City,2016-05-04,1.0,0.0,F,UEFA CL,Real Madrid (Spain),Manchester City (England),spain,england,ES,ENG,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"6,112.02","6,185.59","6,185.59","6,100.76",775.56M,-1.19,2016-05-05
50003,Liverpool FC,Sevilla FC,2016-05-18,1.0,3.0,F,UEFA EL,Liverpool FC (England),Sevilla FC (Spain),england,spain,ENG,ES,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"6,165.80","6,167.77","6,169.33","6,115.99",887.53M,-0.03,2016-05-19
50004,NK Domzale,West Ham United,2016-07-28,2.0,1.0,F,UEFA EL,NK Domzale (Slovenia),West Ham United (England),slovenia,england,SI,ENG,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"6,721.06","6,750.43","6,762.72","6,718.90",1.20B,-0.44,2016-07-29
50029,West Ham United,Astra Giurgiu,2016-08-25,0.0,1.0,F,UEFA EL,West Ham United (England),Astra Giurgiu (Romania),england,romania,ENG,RO,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"6,816.90","6,835.78","6,836.22","6,779.15",657.67M,-0.28,2016-08-26
50052,Tottenham Hotspur,As Monaco,2016-09-14,1.0,2.0,F,UEFA CL,Tottenham Hotspur (England),As Monaco (France),england,france,ENG,FR,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"6,673.31","6,665.63","6,720.29","6,665.63",695.11M,0.12,2016-09-15
50054,Feyenoord,Manchester United,2016-09-15,1.0,0.0,F,UEFA EL,Feyenoord (Netherlands),Manchester United (England),netherlands,england,NL,ENG,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"6,730.30","6,673.31","6,736.84","6,654.82",770.12M,0.85,2016-09-16
50105,FC Barcelona,Manchester City,2016-10-19,4.0,0.0,F,UEFA CL,FC Barcelona (Spain),Manchester City (England),spain,england,ES,ENG,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"7,021.92","7,000.06","7,031.20","6,975.92",823.09M,0.31,2016-10-20
50106,Inter,Southampton FC,2016-10-20,1.0,0.0,F,UEFA EL,Inter (Italy),Southampton FC (England),italy,england,IT,ENG,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"7,026.90","7,021.92","7,047.55","6,998.84",843.64M,0.07,2016-10-21
50130,Tottenham Hotspur,Bayer Leverkusen,2016-11-02,0.0,1.0,F,UEFA CL,Tottenham Hotspur (England),Bayer Leverkusen (Germany),england,germany,ENG,DE,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"6,845.42","6,917.14","6,917.14","6,845.42",773.90M,-1.04,2016-11-03
50132,Fenerbahce,Manchester United,2016-11-03,2.0,1.0,F,UEFA EL,Fenerbahce (Turkey),Manchester United (England),turkey,england,TR,ENG,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"6,790.51","6,845.42","6,873.21","6,790.51",1.08B,-0.8,2016-11-04
50154,As Monaco,Tottenham Hotspur,2016-11-22,2.0,1.0,F,UEFA CL,As Monaco (France),Tottenham Hotspur (England),france,england,FR,ENG,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"6,819.72","6,777.96","6,851.37","6,777.96",896.75M,0.62,2016-11-23
50158,Sparta Praha,Southampton FC,2016-11-24,1.0,0.0,F,UEFA EL,Sparta Praha (Czech Republic),Southampton FC (England),czech-republic,england,CZ,ENG,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"6,829.20","6,817.71","6,831.23","6,790.69",491.42M,0.17,2016-11-25
50183,FC Porto,Leicester City,2016-12-07,5.0,0.0,F,UEFA CL,FC Porto (Portugal),Leicester City (England),portugal,england,PT,ENG,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"6,902.23","6,779.84","6,902.23","6,779.84",1.16B,1.81,2016-12-08
50243,Crystal Palace,Swansea City,2017-01-03,1.0,2.0,F,england,Crystal Palace (England),Swansea City (Wales),england,wales,ENG,WAL,Europe,Europe,Europe,national,,,,,,,,,,,,,,,,"7,177.89","7,142.83","7,205.45","7,142.83",820.16M,0.49,2017-01-04
50271,Swansea City,Southampton FC,2017-01-31,2.0,1.0,F,england,Swansea City (Wales),Southampton FC (England),wales,england,WAL,ENG,Europe,Europe,Europe,national,,,,,,,,,,,,,,,,"7,099.15","7,118.48","7,162.53","7,099.15",983.51M,-0.27,2017-02-01
50296,Bayern Muenchen,Arsenal FC,2017-02-15,5.0,1.0,F,UEFA CL,Bayern Muenchen (Germany),Arsenal FC (England),germany,england,DE,ENG,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"7,302.41","7,268.56","7,313.44","7,268.56",738.32M,0.47,2017-02-16
50297,KAA Gent,Tottenham Hotspur,2017-02-16,1.0,0.0,F,UEFA EL,KAA Gent (Belgium),Tottenham Hotspur (England),belgium,england,BE,ENG,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"7,277.92","7,302.41","7,302.41","7,260.74",705.21M,-0.34,2017-02-17
50300,Sevilla FC,Leicester City,2017-02-22,2.0,1.0,F,UEFA CL,Sevilla FC (Spain),Leicester City (England),spain,england,ES,ENG,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"7,302.25","7,274.83","7,314.26","7,274.71",1.18B,0.38,2017-02-23
50321,Arsenal FC,Bayern Muenchen,2017-03-07,1.0,5.0,F,UEFA CL,Arsenal FC (England),Bayern Muenchen (Germany),england,germany,ENG,DE,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"7,338.99","7,350.12","7,363.74","7,335.27",870.64M,-0.15,2017-03-08
50329,As Monaco,Manchester City,2017-03-15,3.0,1.0,F,UEFA CL,As Monaco (France),Manchester City (England),france,england,FR,ENG,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"7,368.64","7,357.85","7,383.33","7,357.58",845.71M,0.15,2017-03-16
50371,Atletico Madrid,Leicester City,2017-04-12,1.0,0.0,F,UEFA CL,Atletico Madrid (Spain),Leicester City (England),spain,england,ES,ENG,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"7,348.99","7,365.50","7,402.42","7,348.84",915.89M,-0.22,2017-04-13
50447,Real Madrid,Manchester United,2017-08-08,2.0,1.0,F,UEFA SC,Real Madrid (Spain),Manchester United (England),spain,england,ES,ENG,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"7,542.73","7,531.94","7,551.85","7,518.45",615.74M,0.14,2017-08-09
50497,Atalanta,Everton FC,2017-09-14,3.0,0.0,F,UEFA EL,Atalanta (Italy),Everton FC (England),italy,england,IT,ENG,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"7,295.39","7,379.70","7,390.70","7,287.73",1.26B,-1.14,2017-09-15
50552,Everton FC,Olympique Lyon,2017-10-19,1.0,2.0,F,UEFA EL,Everton FC (England),Olympique Lyon (France),england,france,ENG,FR,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"7,523.04","7,542.87","7,542.87","7,485.42",828.89M,-0.26,2017-10-20
50574,As Roma,Chelsea FC,2017-10-31,3.0,0.0,F,UEFA CL,As Roma (Italy),Chelsea FC (England),italy,england,IT,ENG,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"7,493.08","7,487.81","7,516.85","7,483.97",730.56M,0.07,2017-11-01
50578,Olympique Lyon,Everton FC,2017-11-02,3.0,0.0,F,UEFA EL,Olympique Lyon (France),Everton FC (England),france,england,FR,ENG,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"7,555.32","7,487.96","7,562.26","7,478.88",1.03B,0.9,2017-11-03
50604,FC Basel,Manchester United,2017-11-22,1.0,0.0,F,UEFA CL,FC Basel (Switzerland),Manchester United (England),switzerland,england,CH,ENG,Europe,Europe,Europe,international,,,,,,,,,,,,,,,,"7,419.02","7,411.34","7,460.91","7,410.38",859.39M,0.1,2017-11-23
